account_id,account_type,snapshot_date,employee_count,industry,intent_score,mql_count_90d,trial_started,trial_active_users,web_touchpoints_90d,sales_contacts_90d,converted_within_90d
ACC-01259,Suspect,2026-05-02,23,Software,21.5,1,1,2,0,4,1
ACC-01260,Suspect,2025-07-27,8,Professional Services,16.3,4,0,0,2,0,0
ACC-01261,Prospect,2025-04-26,463,Healthcare,,4,0,0,0,4,0
ACC-01262,Suspect,2025-06-13,39,Manufacturing,,0,0,0,3,0,0
ACC-01264,Prospect,2024-11-06,81,Financial Services,,0,0,0,0,1,0
ACC-01265,Prospect,2026-02-11,402,Financial Services,,4,1,4,0,3,0
ACC-01267,Prospect,2025-07-04,79,Healthcare,6.9,0,0,0,0,4,0
ACC-01268,Prospect,2024-11-23,89,Retail,36.7,3,1,6,3,0,0
ACC-01270,Suspect,2025-09-10,506,Manufacturing,,1,0,0,0,0,0
ACC-01272,Prospect,2025-05-08,186,Retail,50.2,0,0,0,5,0,0
ACC-01273,Prospect,2025-05-03,138,Retail,,0,1,1,9,1,0
ACC-01274,Prospect,2026-02-02,4,Retail,7.6,1,0,0,2,2,0
ACC-01275,Suspect,2025-10-28,49,Manufacturing,,0,1,2,1,3,0
ACC-01276,Suspect,2026-02-02,64,Financial Services,,3,0,0,6,3,0
ACC-01277,Prospect,2026-03-12,148,Software,,0,0,0,6,0,0
ACC-01278,Prospect,2026-03-31,25,Software,47.3,0,0,0,0,2,0
ACC-01279,Prospect,2025-12-13,318,Financial Services,17.7,3,0,0,12,4,0
ACC-01280,Former Customer,2026-05-16,233,Manufacturing,31.6,0,0,0,1,1,0
ACC-01281,Prospect,2025-12-24,204,Financial Services,32.2,1,0,0,0,0,0
ACC-01284,Prospect,2026-05-26,9,Manufacturing,,1,0,0,4,5,0
ACC-01285,Former Customer,2026-02-19,30,Financial Services,,3,0,0,0,6,0
ACC-01286,Prospect,2026-02-10,19,Manufacturing,45.8,0,1,0,3,0,0
ACC-01288,Prospect,2026-01-13,57,Financial Services,44.8,3,0,0,0,4,0
ACC-01291,Prospect,2025-12-26,125,Professional Services,34.0,0,1,5,5,0,0
ACC-01292,Prospect,2026-04-08,80,Manufacturing,5.6,0,0,0,3,0,0
ACC-01294,Prospect,2026-02-11,18,Manufacturing,28.0,0,0,0,0,3,0
ACC-01295,Prospect,2024-09-03,84,Retail,27.3,0,0,0,0,0,0
ACC-01296,Former Customer,2026-01-21,215,Healthcare,19.8,1,0,0,2,4,0
ACC-01297,Suspect,2026-04-06,91,Software,,0,0,0,3,7,0
ACC-01298,Prospect,2026-01-02,21,Manufacturing,,0,0,0,0,0,0
ACC-01301,Prospect,2025-08-01,334,Professional Services,22.0,0,0,0,1,5,0
ACC-01302,Former Customer,2026-06-02,125,Professional Services,11.1,2,0,0,2,1,0
ACC-01303,Prospect,2025-12-08,501,Healthcare,51.7,1,0,0,6,3,0
ACC-01304,Prospect,2025-06-29,66,Manufacturing,54.1,1,0,0,7,4,0
ACC-01305,Prospect,2025-03-21,55,Manufacturing,,3,1,1,3,2,0
ACC-01306,Suspect,2025-09-19,43,Healthcare,,2,0,0,7,0,0
ACC-01307,Suspect,2025-01-03,92,Healthcare,35.2,0,0,0,7,0,0
ACC-01308,Suspect,2025-10-07,74,Manufacturing,30.6,1,0,0,0,2,1
ACC-01309,Former Customer,2025-05-10,87,Retail,,3,0,0,5,5,0
ACC-01310,Prospect,2025-03-30,22,Professional Services,55.8,4,0,0,0,0,0
ACC-01312,Suspect,2026-01-28,263,Professional Services,,0,0,0,0,7,0
ACC-01313,Prospect,2026-03-16,6,Software,20.1,0,0,0,9,0,1
ACC-01314,Former Customer,2026-01-16,61,Professional Services,42.4,0,0,0,5,1,0
ACC-01315,Suspect,2025-05-08,11,Retail,16.1,0,0,0,1,0,0
ACC-01316,Prospect,2025-10-03,52,Software,,1,1,0,0,2,0
ACC-01317,Suspect,2025-05-19,185,Manufacturing,24.6,0,0,0,7,3,0
ACC-01318,Prospect,2024-12-26,45,Software,19.8,1,0,0,0,0,0
ACC-01320,Suspect,2026-02-15,359,Software,,1,0,0,0,0,0
ACC-01321,Suspect,2025-03-08,313,Software,,2,0,0,3,3,0
ACC-01322,Prospect,2026-04-03,84,Manufacturing,,1,0,0,0,4,0
ACC-01323,Suspect,2026-01-25,146,Software,33.4,0,0,0,1,0,0
ACC-01324,Former Customer,2025-07-27,107,Software,41.9,4,0,0,0,3,0
ACC-01325,Former Customer,2025-11-03,80,Professional Services,32.3,0,0,0,0,1,0
ACC-01327,Suspect,2026-05-03,27,Financial Services,31.3,0,0,0,3,3,0
ACC-01328,Prospect,2025-09-29,13,Manufacturing,44.1,3,1,0,0,2,0
ACC-01329,Prospect,2024-12-05,110,Manufacturing,,0,1,0,3,0,0
ACC-01330,Prospect,2026-02-06,22,Financial Services,,0,1,2,2,0,0
ACC-01331,Prospect,2025-12-01,51,Retail,,2,0,0,3,0,0
ACC-01332,Prospect,2026-05-13,71,Financial Services,,2,0,0,0,1,0
ACC-01335,Prospect,2026-02-02,4,Software,30.9,3,1,0,7,3,0
ACC-01336,Prospect,2025-12-04,96,Healthcare,35.6,0,0,0,4,2,0
ACC-01338,Suspect,2025-10-23,41,Retail,28.8,0,0,0,4,3,0
ACC-01341,Prospect,2026-01-08,266,Manufacturing,38.4,0,0,0,2,0,0
ACC-01342,Prospect,2025-09-05,80,Software,,0,0,0,3,5,0
ACC-01343,Prospect,2025-09-16,81,Manufacturing,,1,0,0,1,3,0
ACC-01344,Prospect,2026-01-04,218,Manufacturing,77.4,3,0,0,5,1,0
ACC-01345,Suspect,2025-06-08,18,Financial Services,,4,0,0,0,3,0
ACC-01346,Former Customer,2025-08-06,281,Healthcare,18.6,0,1,0,2,0,0
ACC-01347,Suspect,2025-06-28,109,Financial Services,,0,0,0,0,1,0
ACC-01348,Prospect,2026-01-04,20,Retail,30.8,4,0,0,0,0,0
ACC-01350,Suspect,2026-02-22,206,Healthcare,55.6,1,0,0,8,2,0
ACC-01351,Suspect,2025-01-21,109,Retail,,4,0,0,3,0,0
ACC-01355,Suspect,2025-11-13,57,Financial Services,,0,0,0,3,1,0
ACC-01356,Prospect,2026-05-07,80,Healthcare,,0,0,0,4,2,0
ACC-01357,Suspect,2026-01-25,25,Manufacturing,24.0,5,1,3,2,1,1
ACC-01358,Suspect,2026-02-07,171,Software,,0,0,0,4,4,0
ACC-01359,Prospect,2025-06-19,1543,Software,,1,0,0,0,9,1
ACC-01360,Suspect,2025-05-12,62,Software,4.1,3,0,0,0,3,0
ACC-01361,Prospect,2025-09-18,137,Software,,1,0,0,2,0,0
ACC-01362,Prospect,2025-04-12,25,Healthcare,9.3,0,0,0,11,0,0
ACC-01363,Prospect,2024-11-09,87,Professional Services,19.2,0,1,0,3,1,0
ACC-01364,Former Customer,2025-04-13,38,Manufacturing,51.8,0,1,2,6,2,0
ACC-01365,Suspect,2025-12-17,55,Retail,10.7,0,0,0,11,1,0
ACC-01366,Suspect,2025-05-28,205,Financial Services,27.8,3,0,0,2,0,0
ACC-01367,Suspect,2026-04-20,164,Manufacturing,,2,0,0,0,0,0
ACC-01368,Suspect,2025-09-14,123,Manufacturing,22.1,0,0,0,5,1,0
ACC-01369,Prospect,2026-04-10,9,Software,37.7,0,0,0,2,1,0
ACC-01370,Former Customer,2025-07-17,87,Manufacturing,,0,0,0,3,1,0
ACC-01371,Prospect,2026-02-14,4429,Manufacturing,30.3,3,0,0,5,0,0
ACC-01372,Suspect,2025-10-13,88,Manufacturing,,0,0,0,7,0,0
ACC-01374,Former Customer,2025-11-30,82,Professional Services,11.3,2,0,0,0,4,0
ACC-01375,Suspect,2025-10-31,38,Healthcare,,3,0,0,0,0,0
ACC-01376,Former Customer,2026-03-24,12,Financial Services,19.0,2,0,0,2,4,0
ACC-01378,Prospect,2026-05-18,132,Professional Services,,0,0,0,10,0,0
ACC-01379,Prospect,2026-05-31,33,Software,21.1,2,0,0,0,0,0
ACC-01380,Suspect,2025-05-14,71,Software,22.8,1,0,0,1,0,0
ACC-01381,Prospect,2026-02-19,24,Retail,13.9,1,0,0,7,3,0
ACC-01384,Former Customer,2025-02-28,35,Financial Services,27.6,0,1,3,0,0,1
ACC-01387,Suspect,2026-05-05,25,Financial Services,,0,0,0,7,1,0
ACC-01388,Suspect,2025-03-01,139,Professional Services,39.4,1,0,0,0,2,0
ACC-01389,Suspect,2026-05-06,60,Healthcare,24.1,3,1,2,10,3,0
ACC-01390,Prospect,2025-04-04,203,Software,,0,1,3,4,4,0
ACC-01391,Prospect,2025-09-25,21,Professional Services,,0,0,0,0,5,1
ACC-01392,Prospect,2025-04-13,383,Software,64.4,0,0,0,12,0,0
ACC-01393,Suspect,2025-12-29,76,Manufacturing,,0,0,0,3,3,0
ACC-01395,Prospect,2026-05-06,109,Manufacturing,,1,0,0,7,2,0
ACC-01396,Suspect,2025-12-03,63,Retail,,1,1,2,3,4,0
ACC-01397,Prospect,2025-07-05,73,Manufacturing,41.9,2,0,0,8,2,0
ACC-01398,Suspect,2025-09-28,48,Professional Services,9.6,1,1,0,9,3,1
ACC-01399,Suspect,2026-06-19,63,Software,,1,1,0,7,1,0
ACC-01400,Prospect,2026-04-29,4,Manufacturing,,0,0,0,6,2,0
ACC-01401,Suspect,2026-06-30,26,Manufacturing,,0,0,0,5,2,0
ACC-01402,Former Customer,2025-07-02,19,Retail,38.3,2,0,0,0,5,1
ACC-01403,Prospect,2025-11-21,33,Software,34.6,0,0,0,0,0,0
ACC-01405,Prospect,2025-06-25,264,Healthcare,31.5,0,0,0,9,1,0
ACC-01406,Prospect,2025-03-15,161,Retail,17.0,0,0,0,6,0,0
ACC-01407,Prospect,2026-04-04,64,Retail,,0,0,0,3,0,0
ACC-01408,Suspect,2025-11-27,43,Professional Services,,0,0,0,1,1,0
ACC-01409,Prospect,2025-11-25,90,Healthcare,61.6,0,1,0,6,0,1
ACC-01410,Prospect,2025-05-23,331,Software,12.2,3,0,0,11,2,0
ACC-01412,Prospect,2025-03-03,93,Professional Services,56.9,3,0,0,0,0,0
ACC-01413,Prospect,2026-02-18,17,Professional Services,,3,0,0,0,0,0
ACC-01417,Suspect,2026-06-30,397,Healthcare,,3,0,0,8,0,0
ACC-01418,Suspect,2025-04-07,33,Financial Services,,0,1,2,7,0,0
ACC-01419,Prospect,2025-07-04,124,Healthcare,4.6,3,0,0,1,4,0
ACC-01420,Suspect,2025-09-26,102,Retail,,0,0,0,4,1,0
ACC-01421,Suspect,2026-01-21,33,Manufacturing,,0,0,0,4,1,0
ACC-01422,Suspect,2026-01-08,81,Healthcare,25.4,0,1,1,6,0,0
ACC-01423,Prospect,2026-05-16,32,Healthcare,10.4,4,0,0,3,1,0
ACC-01424,Suspect,2025-10-16,27,Retail,,0,0,0,0,0,0
ACC-01425,Prospect,2024-10-18,143,Retail,12.7,2,1,4,5,3,0
ACC-01426,Prospect,2025-03-24,34,Financial Services,17.7,0,1,7,3,4,0
ACC-01427,Prospect,2026-03-09,172,Manufacturing,,0,0,0,3,3,0
ACC-01430,Prospect,2025-06-23,129,Software,20.7,0,0,0,1,1,1
ACC-01431,Former Customer,2026-06-30,18,Manufacturing,,0,0,0,5,0,0
ACC-01433,Prospect,2025-07-22,79,Healthcare,,0,0,0,0,0,0
ACC-01435,Suspect,2025-08-25,313,Manufacturing,,0,0,0,2,0,0
ACC-01436,Prospect,2026-01-02,21,Financial Services,,1,0,0,0,3,0
ACC-01437,Prospect,2025-09-19,30,Financial Services,15.0,5,0,0,7,0,0
ACC-01438,Suspect,2025-08-29,27,Software,30.3,4,0,0,3,6,0
ACC-01439,Prospect,2025-04-20,247,Financial Services,34.1,0,0,0,3,0,0
ACC-01441,Prospect,2026-04-29,15,Healthcare,32.4,0,0,0,0,2,0
ACC-01443,Prospect,2025-12-15,108,Financial Services,,0,0,0,0,4,0
ACC-01444,Prospect,2024-11-30,155,Healthcare,,3,0,0,8,0,0
ACC-01445,Prospect,2026-02-23,57,Healthcare,,2,0,0,5,2,0
ACC-01446,Former Customer,2025-02-16,55,Financial Services,18.0,0,0,0,3,1,0
ACC-01447,Suspect,2026-01-02,55,Professional Services,10.6,0,0,0,1,0,0
ACC-01448,Prospect,2026-03-30,22,Manufacturing,,3,1,3,0,0,0
ACC-01449,Prospect,2026-03-19,22,Healthcare,59.2,0,0,0,0,1,0
ACC-01450,Prospect,2025-10-15,67,Manufacturing,,4,0,0,1,1,0
ACC-01451,Suspect,2025-11-24,205,Retail,7.9,0,0,0,5,0,0
ACC-01452,Suspect,2026-03-06,18,Financial Services,,0,0,0,12,2,0
ACC-01453,Prospect,2026-01-04,227,Financial Services,,0,0,0,4,3,0
ACC-01454,Suspect,2025-06-07,25,Retail,,0,0,0,4,0,0
ACC-01455,Prospect,2025-06-06,108,Healthcare,36.9,0,1,0,4,2,0
ACC-01457,Prospect,2025-11-12,114,Healthcare,,0,0,0,5,3,0
ACC-01458,Former Customer,2025-07-01,45,Healthcare,13.2,0,0,0,0,2,0
ACC-01460,Prospect,2025-12-16,89,Professional Services,21.0,0,0,0,6,0,0
ACC-01461,Former Customer,2025-11-04,80,Financial Services,,5,0,0,10,3,0
ACC-01462,Prospect,2025-10-29,17,Software,,3,0,0,2,2,0
ACC-01463,Former Customer,2025-09-18,165,Manufacturing,25.4,4,0,0,4,1,0
ACC-01465,Former Customer,2026-01-19,58,Software,35.2,0,1,3,0,0,0
ACC-01466,Prospect,2026-05-22,70,Manufacturing,11.2,0,0,0,4,1,0
ACC-01467,Prospect,2026-06-22,187,Manufacturing,,1,0,0,6,0,0
ACC-01468,Prospect,2026-01-22,95,Manufacturing,,2,1,3,0,2,1
ACC-01469,Prospect,2025-05-09,48,Manufacturing,2.7,1,0,0,5,6,0
ACC-01470,Suspect,2025-05-31,40,Retail,56.2,1,0,0,0,4,0
ACC-01472,Prospect,2025-03-23,37,Professional Services,47.8,2,1,1,3,5,0
ACC-01473,Prospect,2026-04-12,40,Professional Services,13.6,0,0,0,4,3,0
ACC-01474,Former Customer,2025-08-18,87,Retail,28.2,0,0,0,8,0,0
ACC-01476,Prospect,2026-02-11,15,Professional Services,22.8,0,1,0,7,1,0
ACC-01477,Prospect,2026-02-14,231,Financial Services,39.3,0,0,0,0,0,0
ACC-01478,Prospect,2026-05-25,296,Retail,27.4,0,0,0,4,0,0
ACC-01479,Former Customer,2025-03-16,66,Software,,5,0,0,4,3,0
ACC-01480,Prospect,2025-08-24,149,Manufacturing,,1,0,0,0,0,0
ACC-01481,Prospect,2026-05-13,105,Healthcare,,0,0,0,5,0,0
ACC-01482,Suspect,2026-06-01,79,Financial Services,47.9,2,0,0,2,3,0
ACC-01483,Prospect,2025-11-15,241,Software,12.9,0,0,0,3,0,0
ACC-01484,Suspect,2025-06-03,57,Manufacturing,,0,0,0,4,1,0
ACC-01485,Suspect,2026-05-07,101,Healthcare,49.2,4,1,1,0,2,0
ACC-01486,Prospect,2025-07-25,186,Professional Services,28.2,1,0,0,6,0,0
ACC-01487,Prospect,2025-09-07,283,Financial Services,15.1,0,0,0,2,1,0
ACC-01488,Prospect,2026-01-07,44,Professional Services,31.7,0,0,0,0,1,0
ACC-01489,Prospect,2024-11-13,65,Manufacturing,56.3,3,0,0,3,0,1
ACC-01490,Suspect,2025-10-08,42,Software,16.7,0,0,0,8,2,0
ACC-01492,Suspect,2025-11-29,39,Retail,,1,0,0,5,0,0
ACC-01494,Prospect,2026-06-07,3,Professional Services,,0,0,0,0,0,0
ACC-01497,Suspect,2025-12-23,69,Manufacturing,13.0,0,0,0,0,4,0
ACC-01498,Suspect,2025-05-07,21,Retail,,7,1,4,4,3,1
ACC-01499,Prospect,2026-03-05,61,Professional Services,15.5,1,0,0,0,0,1
ACC-01500,Prospect,2026-02-21,6,Software,,1,0,0,0,0,0
